EQ_ID,year,month,day,hour,minute,second,lat,lat_minute,lon,lon_minute,depth,magnitude,nsta,nearest_sta_dist (km)
5598,1999,2,22,13,48,58.05,23.0,58.5,122,39.27,4.21,5.9,82,103.8
5642,1999,4,4,4,59,2.62,24.0,53.01,121,56.16,88.95,5.82,99,15.0
5728,1999,5,18,3,43,22.06,22.0,9.96,121,23.79,84.34,5.51,99,21.2
5752,1999,6,3,16,11,42.88,24.0,24.22,122,29.21,61.67,6.18,99,68.3
5932,1999,9,20,17,47,15.85,23.0,51.15,120,48.93,8.0,7.3,99,5.5
5933,1999,9,20,17,49,40.07,23.0,58.63,120,49.79,19.74,6.07,99,4.4
5934,1999,9,20,17,51,35.38,24.0,5.55,121,2.39,6.16,5.97,99,12.7
5936,1999,9,20,17,57,15.58,23.0,54.7,121,2.66,7.68,6.44,99,10.1
5937,1999,9,20,17,58,55.13,23.0,54.42,121,3.76,6.97,5.71,99,11.9
5940,1999,9,20,18,3,41.57,23.0,47.81,120,51.65,9.75,6.6,99,2.2
5944,1999,9,20,18,11,54.21,23.0,51.89,121,4.03,12.49,6.7,99,15.2
5946,1999,9,20,18,16,17.95,23.0,51.69,121,2.45,12.53,6.66,99,13.8
6136,1999,9,20,21,46,38.11,23.0,35.08,120,51.42,8.57,6.59,99,9.8
6563,1999,9,22,0,14,40.77,23.0,49.58,121,2.8,15.59,6.8,99,37.4
6576,1999,9,22,0,49,43.45,23.0,45.88,121,1.88,17.38,6.2,99,37.5
6662,1999,9,22,12,17,20.96,23.0,44.36,120,58.87,24.02,6.0,99,18.8
6780,1999,9,23,12,44,34.45,23.0,55.55,121,5.14,18.35,5.63,99,16.1
7010,1999,9,25,23,52,49.63,23.0,51.25,121,0.14,12.06,6.8,99,9.1
7334,1999,9,30,9,49,45.33,24.0,42.09,121,59.86,70.55,5.53,99,18.0
7887,1999,10,22,2,18,56.9,23.0,31.02,120,25.35,16.59,6.4,99,2.1
7906,1999,10,22,3,10,17.46,23.0,31.98,120,25.84,16.74,6.0,99,1.8
8111,1999,11,1,17,53,2.25,23.0,21.71,121,43.55,31.33,6.9,99,27.2
8942,2000,2,15,21,33,18.15,23.0,18.96,120,44.42,14.71,5.59,99,5.1
9288,2000,6,10,18,23,29.45,23.0,54.06,121,6.55,16.21,6.7,99,18.3
9454,2000,7,14,0,7,32.46,24.0,2.9,121,43.7,7.19,5.7,74,12.1
9532,2000,7,28,20,28,7.72,23.0,24.66,120,55.96,7.35,6.1,99,17.0
9670,2000,8,23,0,49,16.58,23.0,38.16,121,38.08,27.48,5.57,99,11.1
9746,2000,9,10,8,54,46.53,24.0,5.12,121,35.03,17.74,6.2,99,1.3
10366,2001,3,1,16,37,50.19,23.0,50.26,120,59.83,10.93,5.8,99,10.5
10565,2001,6,13,13,17,54.15,24.0,22.87,122,36.39,64.41,6.25,99,80.5
10567,2001,6,14,2,35,25.78,24.0,25.13,121,55.68,17.29,6.3,99,14.8
11142,2001,12,18,4,3,0.75,23.0,52.02,122,39.12,12.0,6.7,99,104.8
11256,2002,2,12,3,27,25.0,23.0,44.44,121,43.36,29.98,6.2,99,19.0
11375,2002,3,31,6,52,49.95,24.0,8.39,122,11.49,13.81,6.8,99,49.5
11832,2002,5,15,3,46,5.91,24.0,39.06,121,52.31,8.52,6.2,99,5.0
12079,2002,5,28,16,45,14.97,23.0,54.78,122,23.81,15.23,6.2,99,79.2
12088,2002,5,30,6,53,40.15,24.0,52.39,121,56.97,86.99,5.55,99,20.7
12593,2002,9,16,0,3,30.74,25.0,6.09,122,23.25,175.67,6.8,99,46.0
13338,2003,6,9,1,52,50.57,24.0,22.22,122,1.4,23.22,5.72,99,25.5
13359,2003,6,10,8,40,32.05,23.0,30.22,121,41.95,32.31,6.48,99,21.9
13566,2003,9,10,22,55,6.06,22.0,42.54,121,23.96,85.36,5.76,99,26.4
13754,2003,12,10,4,38,13.52,23.0,4.0,121,23.89,17.73,6.42,99,5.0
14343,2004,2,4,3,23,59.42,23.0,22.84,122,8.98,17.36,5.64,99,69.5
14624,2004,5,16,6,4,8.7,23.0,3.05,121,58.77,12.85,5.72,99,62.4
14638,2004,5,19,7,4,12.94,22.0,42.81,121,22.19,27.08,6.03,99,21.0
14897,2004,10,15,4,8,50.18,24.0,27.74,122,51.1,91.03,7.1,99,101.3
14923,2004,11,8,15,54,55.86,23.0,47.69,122,45.62,10.0,6.58,99,117.4
14932,2004,11,11,2,16,44.5,24.0,18.7,122,9.48,27.26,6.09,99,41.1
15025,2005,1,21,14,28,21.1,24.0,33.35,122,31.86,92.12,5.94,99,69.2
15121,2005,2,18,20,18,18.83,23.0,20.43,121,40.42,15.28,5.6,99,21.9
15158,2005,3,5,19,6,51.73,24.0,39.28,121,50.45,6.39,5.9,99,3.7
15159,2005,3,5,19,8,0.09,24.0,39.19,121,47.86,6.95,5.96,99,1.5
15437,2005,4,30,14,48,17.23,24.0,2.11,121,37.47,8.45,5.62,99,2.1
15704,2005,6,1,16,20,5.66,24.0,38.2,122,3.98,64.78,6.0,99,20.8
15903,2005,9,6,1,16,0.41,23.0,57.49,122,17.01,16.76,6.0,99,67.5
16047,2005,11,29,22,41,49.84,24.0,45.18,122,2.02,68.04,5.51,99,22.8
16216,2006,4,1,10,2,19.54,22.0,53.01,121,4.84,7.2,6.23,99,2.4
16392,2006,4,15,22,40,55.37,22.0,51.33,121,18.21,17.9,6.04,99,7.9
16602,2006,7,28,7,40,10.43,23.0,57.97,122,39.48,27.97,6.02,99,100.7
16826,2006,12,26,12,26,21.0,21.0,41.24,120,33.32,44.11,6.96,99,32.9
16829,2006,12,26,12,34,15.13,21.0,58.19,120,25.18,50.22,6.99,99,30.9
16842,2006,12,26,15,41,44.67,22.0,4.35,120,17.92,41.18,5.54,99,31.2
16853,2006,12,27,2,30,39.79,22.0,3.02,120,23.32,49.49,5.8,99,32.5
16931,2007,1,25,10,59,15.54,22.0,37.83,122,1.6,25.81,6.24,99,58.3
17227,2007,7,23,13,40,2.44,23.0,42.97,121,38.14,38.63,5.77,99,9.8
17300,2007,9,6,17,51,26.92,24.0,16.68,122,15.25,54.01,6.63,99,51.1
17625,2008,4,23,18,28,41.95,22.0,52.34,121,40.74,11.06,5.64,99,30.8
17717,2008,6,1,16,59,23.74,24.0,51.65,121,47.42,92.31,5.83,99,2.5
17946,2008,9,9,7,43,13.28,24.0,36.45,122,38.0,103.84,5.94,99,78.4
18066,2008,12,2,3,16,54.23,23.0,20.28,121,29.14,31.67,5.68,99,2.6
18075,2008,12,7,21,18,37.22,23.0,51.12,122,11.79,35.05,5.88,99,59.5
18113,2009,1,3,22,4,34.97,24.0,9.21,121,43.99,7.46,5.1,58,8.3
18118,2009,1,5,20,21,21.66,24.0,9.88,121,43.67,8.15,4.26,10,7.7
18122,2009,1,10,17,26,35.79,23.0,1.96,120,13.19,14.98,3.76,25,1.8
18135,2009,1,13,4,17,28.97,24.0,8.04,121,42.71,8.91,3.77,6,6.0
18143,2009,1,16,16,48,37.59,23.0,13.91,120,21.19,12.19,3.94,31,0.7
18147,2009,1,19,19,18,50.37,24.0,7.13,121,42.11,8.46,3.8,5,4.9
18149,2009,1,20,15,51,3.76,24.0,3.29,121,29.48,22.33,3.68,19,9.9
18151,2009,1,21,3,52,48.65,22.0,8.45,121,24.14,22.08,4.12,2,19.7
18161,2009,1,26,10,10,17.24,23.0,10.33,121,6.41,5.17,3.53,11,4.8
18165,2009,1,28,1,36,32.43,23.0,19.9,121,29.03,31.38,3.84,5,3.1
18172,2009,2,4,6,39,59.75,22.0,57.06,121,26.56,11.82,4.42,26,14.2
18179,2009,2,8,5,18,55.64,22.0,51.77,121,6.64,12.69,4.37,23,2.0
18180,2009,2,8,21,14,18.66,24.0,7.88,121,40.67,10.48,3.64,8,2.5
18182,2009,2,9,18,33,52.86,22.0,39.95,121,4.96,6.71,4.48,22,4.7
18183,2009,2,9,21,24,35.92,22.0,40.84,121,4.76,6.03,4.91,30,4.4
18189,2009,2,12,4,58,53.7,24.0,2.69,121,32.47,17.97,4.02,34,5.6
18195,2009,2,20,3,46,2.69,23.0,28.14,121,20.17,9.99,3.55,4,2.0
18210,2009,3,2,12,59,57.16,24.0,15.3,121,1.02,40.45,4.16,20,28.7
18220,2009,3,13,9,29,33.65,24.0,2.08,121,31.42,17.93,4.16,55,6.2
18225,2009,3,15,22,33,5.14,23.0,21.12,120,26.35,12.14,3.6,27,0.8
18230,2009,3,18,19,9,42.64,23.0,45.65,121,26.43,15.94,3.83,12,3.0
18239,2009,3,28,11,44,5.28,23.0,10.64,121,21.68,17.54,3.6,7,3.9
18250,2009,4,9,0,12,29.23,23.0,9.62,121,27.06,27.24,4.61,22,6.7
18252,2009,4,10,7,10,46.3,22.0,33.68,120,57.37,9.56,4.05,11,3.3
18257,2009,4,15,11,35,42.21,23.0,3.79,121,21.05,20.58,3.58,4,4.5
18264,2009,4,17,12,37,48.89,23.0,55.02,121,40.89,43.43,5.33,99,8.2
18269,2009,4,25,21,45,17.08,24.0,0.82,121,31.03,18.52,3.92,27,5.3
18287,2009,5,7,16,20,0.16,23.0,19.61,121,29.13,30.56,4.14,11,3.6
18299,2009,5,15,14,31,3.41,24.0,10.62,121,46.41,11.76,4.6,45,12.4
18310,2009,5,26,19,37,18.5,22.0,55.05,120,59.84,4.12,3.79,17,8.7
18314,2009,5,27,11,40,10.78,24.0,23.35,121,57.79,20.45,3.8,13,18.6
18320,2009,6,1,16,47,17.51,23.0,23.57,120,38.82,11.85,3.81,17,6.7
18335,2009,6,12,12,51,54.09,24.0,0.02,121,37.64,6.93,4.21,37,1.1
18346,2009,6,17,17,17,45.62,23.0,26.35,120,38.75,12.73,4.41,99,4.2
18349,2009,6,18,3,5,54.18,24.0,17.59,121,48.74,14.07,4.04,14,6.0
18354,2009,6,19,6,30,43.88,23.0,25.45,120,35.91,11.78,4.04,30,1.7
18358,2009,6,22,10,48,25.83,23.0,25.21,120,25.4,8.58,4.47,91,2.0
18366,2009,6,28,1,26,14.51,24.0,10.94,121,44.8,10.58,4.37,14,9.8
18369,2009,6,28,5,44,36.89,24.0,10.55,121,45.07,11.92,4.67,45,10.2
18372,2009,6,28,7,9,53.91,24.0,11.05,121,44.45,12.91,3.99,9,9.3
18374,2009,6,28,7,55,59.04,24.0,10.53,121,44.73,10.21,4.1,25,9.6
18378,2009,6,28,9,34,56.19,24.0,10.94,121,45.2,12.88,5.26,99,10.5
18386,2009,6,28,9,52,45.28,24.0,10.97,121,46.08,13.97,4.8,75,12.0
18396,2009,6,28,10,6,24.93,24.0,11.42,121,45.38,13.62,3.84,13,11.0
18398,2009,6,28,10,11,51.19,24.0,12.03,121,45.72,13.93,4.25,18,10.9
18409,2009,6,28,11,8,1.87,24.0,11.61,121,45.17,13.34,3.8,9,10.8
18411,2009,6,28,11,36,11.71,24.0,10.15,121,43.92,11.35,4.38,37,8.1
18436,2009,6,28,17,10,1.92,24.0,10.69,121,44.11,11.77,4.35,22,8.6
18440,2009,6,28,17,26,32.72,24.0,11.26,121,45.21,14.1,4.42,26,10.7
18459,2009,6,28,20,11,32.66,24.0,11.82,121,43.52,9.44,3.65,8,8.4
18462,2009,6,29,0,13,49.35,24.0,12.21,121,46.03,14.56,3.74,5,11.7
18465,2009,6,29,1,37,13.27,24.0,12.2,121,43.11,9.85,3.76,8,8.1
18468,2009,6,29,6,38,55.56,24.0,11.68,121,43.76,11.33,4.23,18,8.6
18470,2009,6,29,12,12,12.69,24.0,11.37,121,43.54,9.32,3.88,10,8.1
18487,2009,7,2,1,38,44.76,21.0,58.49,121,29.18,13.18,3.75,1,10.1
18488,2009,7,2,10,41,47.5,24.0,13.01,121,43.03,12.11,3.94,11,9.0
18504,2009,7,7,10,20,42.77,24.0,9.98,121,43.81,11.0,4.12,14,7.9
18516,2009,7,13,18,5,2.59,24.0,1.37,122,13.16,18.08,6.0,99,57.3
18523,2009,7,15,10,37,35.43,23.0,50.07,121,28.31,18.55,4.78,55,1.7
18524,2009,7,15,10,53,56.8,23.0,50.6,121,27.15,16.78,3.59,8,3.4
18530,2009,7,17,11,1,13.97,23.0,2.43,120,17.4,16.34,3.71,20,4.3
18534,2009,7,19,9,27,17.47,23.0,53.42,120,11.83,19.94,3.98,23,9.9
18538,2009,7,20,8,46,19.81,23.0,53.82,120,11.03,21.25,3.79,18,11.0
18541,2009,7,20,22,51,1.28,24.0,6.07,121,40.13,8.37,3.81,14,3.1
18542,2009,7,21,6,58,11.56,24.0,4.87,121,40.2,8.68,4.73,48,5.1
18545,2009,7,21,8,59,42.53,24.0,5.26,121,39.69,8.64,3.86,24,4.2
18546,2009,7,22,14,26,38.01,24.0,24.19,121,54.27,19.17,3.69,13,12.3
18551,2009,7,26,1,0,12.37,23.0,41.12,120,57.4,14.29,5.35,99,17.7
18554,2009,7,26,6,10,59.79,23.0,25.75,121,19.07,12.52,5.38,99,2.6
18565,2009,7,28,10,56,22.23,24.0,15.15,121,46.43,13.86,4.24,23,6.6
18574,2009,7,28,13,33,3.49,24.0,14.5,121,45.46,13.82,4.21,16,7.3
18582,2009,7,28,22,42,47.47,24.0,15.71,121,45.12,12.73,3.75,5,5.1
18586,2009,7,29,13,9,46.83,24.0,15.21,121,46.65,14.39,4.66,63,6.6
18590,2009,7,29,16,53,6.06,22.0,3.22,120,28.95,41.33,5.75,92,23.7
18591,2009,7,29,18,28,4.2,24.0,15.37,121,47.05,14.35,3.53,7,6.7
18594,2009,7,31,22,27,59.29,21.0,58.5,121,34.78,15.23,3.93,1,7.2
18601,2009,8,2,11,34,47.61,23.0,49.81,121,2.18,22.81,4.76,73,13.7
18610,2009,8,3,7,7,51.82,24.0,6.53,121,40.96,8.91,4.06,19,3.4
18627,2009,8,11,21,41,2.97,23.0,57.89,121,35.01,4.22,4.24,27,1.5
18634,2009,8,17,0,5,45.85,23.0,22.28,123,52.65,43.27,6.75,99,239.1
18640,2009,8,21,20,57,44.74,22.0,21.84,120,27.84,24.27,5.07,99,10.0
18643,2009,8,23,6,49,13.5,24.0,17.96,121,48.28,14.67,4.19,16,5.1
18652,2009,8,27,12,14,39.29,23.0,51.19,121,27.43,17.85,4.1,26,4.1
18669,2009,9,19,9,57,30.07,23.0,26.31,120,45.44,10.07,4.13,21,9.3
18676,2009,9,22,15,59,53.17,24.0,23.42,121,49.77,10.59,4.05,19,8.0
18687,2009,9,28,23,14,49.92,23.0,57.54,121,35.41,6.57,3.52,24,2.0
18691,2009,9,29,22,56,20.48,23.0,20.45,120,23.02,13.71,3.64,18,3.3
18696,2009,10,3,16,3,5.58,23.0,43.21,120,49.35,23.96,3.66,3,21.8
18697,2009,10,3,17,36,6.28,23.0,38.85,121,34.74,29.15,6.09,99,4.4
18707,2009,10,4,6,47,38.01,22.0,47.41,121,3.4,6.62,3.71,21,1.6
18710,2009,10,4,14,2,16.18,24.0,39.86,122,1.56,65.02,4.86,83,18.0
18711,2009,10,4,14,46,43.25,23.0,12.39,121,23.04,20.26,3.89,10,2.0
18724,2009,10,11,6,42,8.68,21.0,55.68,120,37.71,42.0,4.98,15,10.2
18729,2009,10,16,0,52,48.53,23.0,3.2,121,9.78,7.02,3.55,5,0.4
18741,2009,10,22,3,36,51.93,23.0,20.3,120,23.64,16.85,4.35,51,2.7
18744,2009,10,22,20,46,24.33,24.0,16.7,121,46.65,20.19,4.9,99,3.3
18774,2009,11,5,9,32,57.66,23.0,47.34,120,43.12,24.08,6.15,99,4.4
18777,2009,11,5,9,38,7.32,23.0,47.5,120,42.83,24.46,4.6,99,4.2
18779,2009,11,5,11,34,21.26,23.0,46.13,120,45.31,23.95,5.74,99,7.0
18781,2009,11,5,13,4,20.29,23.0,57.6,121,36.14,7.47,3.94,26,1.3
18786,2009,11,5,19,25,43.04,23.0,57.58,121,36.09,5.98,4.04,32,1.4
18790,2009,11,6,3,23,34.15,23.0,45.71,120,45.35,22.32,3.58,15,7.0
18794,2009,11,8,2,34,32.25,24.0,23.64,121,49.69,10.43,3.63,8,7.6
18817,2009,11,16,17,49,15.78,23.0,25.3,120,30.79,10.42,3.96,40,4.2
18825,2009,11,22,18,56,31.15,22.0,52.2,120,39.43,17.69,3.75,6,1.9
18840,2009,12,7,6,5,28.4,23.0,44.44,121,24.31,20.12,3.64,6,3.9
18847,2009,12,7,16,57,6.89,24.0,37.89,121,43.8,9.49,3.61,40,1.5
18849,2009,12,11,20,46,45.61,23.0,30.85,120,42.98,10.52,4.6,34,7.2
18851,2009,12,13,8,13,25.13,23.0,49.87,121,27.8,18.76,4.57,47,1.6
18855,2009,12,15,2,9,1.01,24.0,17.77,121,49.72,13.81,3.93,9,7.6
18859,2009,12,19,13,2,16.34,23.0,47.28,121,39.8,43.78,6.92,99,10.2
18881,2009,12,23,16,51,51.52,23.0,53.8,121,36.17,23.46,4.34,40,0.8
18883,2009,12,24,9,48,44.83,23.0,59.43,121,37.88,9.1,3.83,25,0.1
18884,2009,12,25,13,0,15.67,24.0,24.31,121,49.34,14.0,4.36,77,6.3
18905,2010,1,1,17,34,46.12,23.0,47.07,121,37.65,33.74,4.92,57,6.6
18908,2010,1,4,19,27,37.38,24.0,11.05,121,49.97,46.05,5.46,99,15.0
18925,2010,1,13,10,14,47.73,24.0,3.51,121,32.44,19.61,4.42,57,5.9
18933,2010,1,19,6,9,26.79,23.0,49.29,121,40.55,41.01,5.61,99,11.8
18940,2010,1,26,19,53,13.28,24.0,36.03,121,20.84,9.43,3.76,17,5.0
18942,2010,1,27,15,29,27.27,24.0,2.99,121,38.65,8.26,3.89,25,4.3
18966,2010,2,9,12,55,35.83,24.0,10.38,121,34.42,20.08,3.87,24,5.3
18970,2010,2,12,2,42,38.62,23.0,53.83,121,4.63,18.39,5.23,99,10.1
18983,2010,2,28,0,39,16.31,23.0,58.47,121,42.35,34.24,4.16,11,8.6
18985,2010,3,4,0,18,52.14,22.0,58.15,120,42.4,22.64,6.42,99,8.1
18987,2010,3,4,0,24,47.3,22.0,59.01,120,37.33,19.6,4.71,75,1.8
19018,2010,3,4,8,7,59.66,22.0,58.36,120,37.05,16.83,4.44,29,3.0
19019,2010,3,4,8,16,16.34,22.0,57.47,120,38.07,19.02,5.72,99,4.2
19021,2010,3,4,8,27,18.12,22.0,57.6,120,39.5,18.18,4.3,12,4.8
19023,2010,3,4,9,47,3.52,22.0,57.44,120,37.54,18.52,4.3,34,4.3
19028,2010,3,4,16,5,58.27,23.0,0.38,120,34.26,18.41,3.99,11,6.5
19032,2010,3,6,9,29,34.68,23.0,53.26,121,28.02,17.61,3.78,18,4.5
19034,2010,3,8,9,26,22.93,23.0,24.02,120,33.22,15.29,4.92,99,3.1
19038,2010,3,9,5,31,47.31,22.0,58.1,120,38.9,17.13,4.13,11,13.2
19040,2010,3,9,5,52,19.95,23.0,57.6,121,0.07,6.67,4.41,21,0.4
19043,2010,3,9,6,11,9.74,23.0,57.8,121,0.1,8.47,3.53,4,0.5
19079,2010,3,24,9,7,48.22,23.0,20.08,121,29.65,29.9,4.12,8,3.5
19103,2010,4,10,16,45,25.26,21.0,49.04,121,40.74,17.58,3.85,1,27.4
19104,2010,4,11,4,57,30.53,23.0,16.04,122,5.97,30.3,5.4,99,65.3
19109,2010,4,13,14,29,28.84,23.0,9.23,121,18.15,8.94,4.64,33,5.9
19117,2010,4,13,20,49,8.18,23.0,9.12,121,18.21,9.21,4.89,34,6.1
19119,2010,4,13,20,55,55.05,23.0,8.2,121,17.11,5.1,4.09,16,5.5
19137,2010,4,25,11,14,12.27,22.0,0.69,121,25.89,15.09,4.9,1,13.4
19140,2010,4,26,20,53,56.19,23.0,7.7,121,25.89,11.83,3.59,8,6.9
19144,2010,4,29,16,1,10.38,23.0,14.85,120,24.92,9.23,3.5,9,3.2
19145,2010,4,30,3,21,47.17,23.0,12.97,121,23.19,19.24,4.19,16,2.9
19151,2010,5,2,18,0,13.47,22.0,57.61,120,32.46,18.42,4.57,81,1.8
19182,2010,5,25,4,1,33.26,22.0,56.72,120,40.61,19.48,3.74,2,6.7
19203,2010,6,10,14,47,26.66,23.0,46.6,121,3.21,31.36,4.35,50,16.8
19204,2010,6,10,21,8,41.2,24.0,3.29,121,36.96,16.25,3.69,21,1.8
19206,2010,6,13,21,11,25.12,24.0,36.14,121,21.04,8.84,4.33,51,5.4
19209,2010,6,14,17,17,45.78,24.0,3.07,121,37.55,16.4,4.83,60,2.8
19210,2010,6,15,0,31,17.99,24.0,2.57,121,37.27,16.73,5.53,99,2.6
19212,2010,6,16,6,23,45.96,22.0,54.59,120,38.01,17.44,4.18,12,4.2
19215,2010,6,16,9,56,20.11,24.0,3.2,121,38.16,16.31,4.0,27,3.8
19217,2010,6,18,1,8,43.59,24.0,7.38,121,43.23,10.81,4.7,50,6.8
19226,2010,6,21,11,49,59.53,22.0,23.97,120,58.15,12.6,4.04,9,7.5
19232,2010,6,26,18,5,51.8,24.0,39.01,121,33.66,67.96,5.11,99,1.9
19238,2010,7,2,19,11,32.4,22.0,51.3,120,40.9,17.8,5.14,99,3.8
19246,2010,7,7,15,15,43.11,22.0,20.78,121,52.53,37.29,4.5,1,47.3
19247,2010,7,8,19,43,37.51,24.0,20.83,122,2.19,19.27,5.25,99,27.0
19248,2010,7,9,0,41,19.52,24.0,41.75,122,36.76,113.62,5.77,94,76.9
19272,2010,7,24,23,41,10.09,24.0,18.03,121,37.48,23.52,3.58,6,12.6
